CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Street,Supervisor District,Neighborhood,Police District,Latitude,Longitude,Point,Source,Media URL
12098740,02/18/2020 08:52:00 AM,02/27/2020 08:00:20 AM,02/27/2020 08:00:20 AM,Closed,Case Resolved - The work was performed under work order #SMY-218095. The issue noted in the service request has been addressed.?Please open a new service request if you require further assistance.,RPD TMA Queue,Rec and Park Requests,Park - Structural_Maintenance,Recreation_Equipment,"Esprit Park, , SAN FRANCISCO, CA, 94107",Esprit Park,10,Dogpatch,BAYVIEW,37.761263554413,-122.39078501224,"(37.76126355, -122.39078501)",Mobile/Open311,http://mobile311.sfgov.org/reports/12098740/photos
12105613,02/19/2020 11:55:00 AM,02/27/2020 08:00:21 AM,02/27/2020 08:00:21 AM,Closed,REVIEW - The work was performed under work order #SMY-218144. The issue noted in the service request has been addressed.?Please open a new service request if you require further assistance.,RPD TMA Queue,Rec and Park Requests,Park - Structural_Maintenance,Graffiti,"Collins P. Huntington Park, , SAN FRANCISCO, CA, 94108",Collins P. Huntington Park,3,Nob Hill,CENTRAL,37.792426315171,-122.412148509289,"(37.79242632, -122.41214851)",Mobile/Open311,http://mobile311.sfgov.org/reports/12105613/photos
12057095,02/08/2020 01:00:00 PM,02/15/2020 08:32:57 AM,02/15/2020 08:32:57 AM,Closed,Case Resolved,RPD Park Service Area 2 Queue,Rec and Park Requests,Park - Park_Patrol,Lock_Out_Other,"Hayes Valley Playground, , SAN FRANCISCO, CA, 94102",Hayes Valley Playground,5,Hayes Valley,NORTHERN,37.776062011719,-122.427368164063,"(37.77606201, -122.42736816)",Phone,
12060297,02/09/2020 11:25:00 AM,02/13/2020 07:59:55 AM,02/13/2020 07:59:55 AM,Closed,"Case Resolved
The rootball and stability were reviewed on palms at Excelsior, none appear to have the root rot the palm that fell had.",RPD Park Service Area 3 Queue,Rec and Park Requests,Park - UrbanForestry,Other,"Excelsior Playground, , SAN FRANCISCO, CA, 94112",Excelsior Playground,11,Excelsior,INGLESIDE,37.720005116701,-122.433489851801,"(37.72000512, -122.43348985)",Mobile/Open311,http://mobile311.sfgov.org/reports/12060297/photos
12115713,02/21/2020 10:41:00 AM,02/27/2020 06:27:36 AM,02/27/2020 06:27:36 AM,Closed,"Case Resolved
These materials have been removed.",RPD Natural Areas Queue,Rec and Park Requests,Park - Neighborhood_Services_Area,Trash_Dumping,"Berkeley Way Open Space, SAN FRANCISCO, CA, 94131",BERKELEY WAY,8,Diamond Heights,INGLESIDE,37.740285345388,-122.440909333641,"(37.74028535, -122.44090933)",Mobile/Open311,http://mobile311.sfgov.org/reports/12115713/photos
12120784,02/22/2020 02:08:00 PM,02/27/2020 10:37:00 PM,02/27/2020 10:37:00 PM,Closed,Case is a Duplicate,RPD Park Patrol Queue,Rec and Park Requests,Park - Park_Patrol,Park_Rules_Violation,"Kidpower Park, SAN FRANCISCO, CA, 94110",HOFF ST,6,Mission,MISSION,37.764139108816,-122.420252524595,"(37.76413911, -122.42025252)",Mobile/Open311,http://mobile311.sfgov.org/reports/12120784/photos
12123690,02/23/2020 11:42:00 AM,02/27/2020 03:12:44 PM,02/27/2020 03:12:44 PM,Closed,Case Resolved,RPD Park Service Area 6 Queue,Rec and Park Requests,Park - Structural_Maintenance,Recreation_Equipment,"Jose Coronado Playground, , SAN FRANCISCO, CA, 94110",Jose Coronado Playground,9,Mission,MISSION,37.7577938,-122.4148543,"(37.7577938, -122.4148543)",Mobile/Open311,http://mobile311.sfgov.org/reports/12123690/photos
12123737,02/23/2020 11:55:00 AM,02/27/2020 08:30:31 AM,02/27/2020 08:30:31 AM,Closed,"Case Resolved
Staff removed the trash and debris.",RPD Natural Areas Queue,Rec and Park Requests,Park - Neighborhood_Services_Area,Trash_Dumping,"Glen Canyon Park, , SAN FRANCISCO, CA, 94131",Glen Canyon Park,8,Glen Park,INGLESIDE,37.741707083804,-122.441135058294,"(37.74170708, -122.44113506)",Mobile/Open311,http://mobile311.sfgov.org/reports/12123737/photos
12074620,02/12/2020 10:20:00 AM,02/21/2020 08:00:20 AM,02/21/2020 08:00:20 AM,Closed,Case Resolved - The work was performed under work order #SMY-218027. The issue noted in the service request has been addressed.?Please open a new service request if you require further assistance.,RPD TMA Queue,Rec and Park Requests,Park - Structural_Maintenance,Recreation_Equipment,"Franklin Square, , SAN FRANCISCO, CA, 94110",Franklin Square,6,Mission,MISSION,37.764646977428,-122.409514569168,"(37.76464698, -122.40951457)",Mobile/Open311,http://mobile311.sfgov.org/reports/12074620/photos
12131007,02/24/2020 09:21:00 PM,02/27/2020 08:00:21 AM,02/27/2020 08:00:21 AM,Closed,Case Resolved - The work was performed under work order #SMY-218328. The issue noted in the service request has been addressed.?Please open a new service request if you require further assistance.,RPD TMA Queue,Rec and Park Requests,Park - Structural_Maintenance,Recreation_Equipment,"Excelsior Playground, , SAN FRANCISCO, CA, 94112",Excelsior Playground,11,Excelsior,INGLESIDE,37.72044466,-122.43321508,"(37.72044466, -122.43321508)",Mobile/Open311,http://mobile311.sfgov.org/reports/12131007/photos
12076515,02/12/2020 03:00:00 PM,02/13/2020 06:00:31 AM,02/13/2020 06:00:31 AM,Closed,Case Resolved,RPD Park Service Area 1 Queue,Rec and Park Requests,Park - Neighborhood_Services_Area,Trash_Dumping,"Washington Square, , SAN FRANCISCO, CA, 94133",Washington Square,3,North Beach,CENTRAL,37.8008243,-122.4099202,"(37.8008243, -122.4099202)",Mobile/Open311,http://mobile311.sfgov.org/reports/12076515/photos
12051007,02/07/2020 08:19:00 AM,02/14/2020 09:54:02 AM,02/14/2020 09:54:02 AM,Closed,Case Resolved,RPD Park Service Area 6 Queue,Rec and Park Requests,Park - Neighborhood_Services_Area,Trash_Dumping,"Garfield Square, , SAN FRANCISCO, CA, 94110",Garfield Square,9,Mission,MISSION,37.7497,-122.41175833,"(37.7497, -122.41175833)",Mobile/Open311,http://mobile311.sfgov.org/reports/12051007/photos
12077019,02/12/2020 04:25:00 PM,02/19/2020 08:00:46 AM,02/19/2020 08:00:46 AM,Closed,Case Resolved - The work was performed under work order #SMY-217956. The issue noted in the service request has been addressed.?Please open a new service request if you require further assistance.,RPD Natural Areas Queue,Rec and Park Requests,Park - Structural_Maintenance,Graffiti,"648 GREAT HWY, SAN FRANCISCO, CA, 94121",GREAT HWY,1,Sutro Heights,RICHMOND,37.775372212926,-122.510320855301,"(37.77537221, -122.51032086)",Mobile/Open311,http://mobile311.sfgov.org/reports/12077019/photos
12078504,02/13/2020 07:18:00 AM,,02/13/2020 03:40:13 PM,Open,N/A,SFMTA - Parking Enforcement - G,Rec and Park Requests,Park - Park_Patrol,Park_Rules_Violation,"Selby and Palou Mini Park, , SAN FRANCISCO, CA, 94124",Selby and Palou Mini Park,10,Silver Terrace,BAYVIEW,37.74267578125,-122.40122739237,"(37.74267578, -122.40122739)",Mobile/Open311,http://mobile311.sfgov.org/reports/12078504/photos
12079050,02/13/2020 09:00:00 AM,02/13/2020 08:38:54 PM,02/13/2020 08:38:54 PM,Closed,"Case Resolved
Playground sand and area has been cleaned of feces.",RPD Park Service Area 2 Queue,Rec and Park Requests,Park - Neighborhood_Services_Area,Trash_Dumping,"Jackson Playground, , SAN FRANCISCO, CA, 94107",Jackson Playground,10,Potrero Hill,SOUTHERN,37.764316558838,-122.399604797363,"(37.76431656, -122.3996048)",Phone,
12136791,02/26/2020 02:47:00 AM,02/27/2020 04:51:00 PM,02/27/2020 04:51:00 PM,Closed,Insufficient Information Provided,RPD Park Patrol Queue,Rec and Park Requests,Park - Neighborhood_Services_Area,Trash_Dumping,"3856 20TH ST, SAN FRANCISCO, CA, 94114",20TH ST,8,Mission Dolores,MISSION,37.75504453,-122.4266601,"(37.75504453, -122.4266601)",Mobile/Open311,
12080036,02/13/2020 11:28:00 AM,02/13/2020 05:23:00 PM,02/13/2020 05:23:00 PM,Closed,Case is a Duplicate,RPD NSA Queue,Rec and Park Requests,Park - Park_Patrol,Lost_and_Found,"Mission Playground, , SAN FRANCISCO, CA, 94110",Mission Playground,8,Mission Dolores,MISSION,37.759292602539,-122.422302246094,"(37.7592926, -122.42230225)",Phone,
12080086,02/13/2020 11:35:00 AM,02/13/2020 08:38:26 PM,02/13/2020 08:38:26 PM,Closed,"Case Resolved
Playground sand and area has been cleaned of feces.",RPD Park Service Area 2 Queue,Rec and Park Requests,Park - Park_Patrol,Other,"Jackson Playground, , SAN FRANCISCO, CA, 94107",Jackson Playground,10,Potrero Hill,SOUTHERN,37.7643907,-122.3996692,"(37.7643907, -122.3996692)",Web,
12080736,02/13/2020 01:07:00 PM,,02/13/2020 02:57:47 PM,Open,N/A,RPD Park Patrol Queue,Rec and Park Requests,Park - Park_Patrol,Other,"Sigmund Stern Recreation Grove, , SAN FRANCISCO, CA, 94132",Sigmund Stern Recreation Grove,4,Parkside,TARAVAL,37.736083984375,-122.478294372559,"(37.73608398, -122.47829437)",Phone,
12080786,02/13/2020 01:14:00 PM,03/05/2020 08:19:27 AM,03/05/2020 08:19:27 AM,Closed,Case Resolved,RPD Park Service Area 6 Queue,Rec and Park Requests,Park - Structural_Maintenance,Graffiti,"Potrero del Sol, , SAN FRANCISCO, CA, 94110",Potrero del Sol,10,Potrero Hill,MISSION,37.75055365,-122.40514878,"(37.75055365, -122.40514878)",Mobile/Open311,http://mobile311.sfgov.org/reports/12080786/photos
12080822,02/13/2020 01:19:00 PM,02/24/2020 02:29:29 PM,02/24/2020 02:29:29 PM,Closed,Case Resolved,RPD Park Service Area 6 Queue,Rec and Park Requests,Park - Structural_Maintenance,Graffiti,"Potrero del Sol, , SAN FRANCISCO, CA, 94110",Potrero del Sol,10,Potrero Hill,MISSION,37.75055657,-122.40480848,"(37.75055657, -122.40480848)",Mobile/Open311,http://mobile311.sfgov.org/reports/12080822/photos
12082034,02/13/2020 05:01:00 PM,02/25/2020 07:30:48 AM,02/25/2020 07:30:48 AM,Closed,"Case Resolved
Cleared",RPD GGP Queue,Rec and Park Requests,Park - Neighborhood_Services_Area,Trash_Dumping,Intersection of MARTIN LUTHER KING JR DR and 7TH AVE,MARTIN LUTHER KING JR DR,5,Golden Gate Park,RICHMOND,37.766537717579,-122.463151719535,"(37.76653772, -122.46315172)",Mobile/Open311,http://mobile311.sfgov.org/reports/12082034/photos
12082247,02/13/2020 05:47:18 PM,02/13/2020 07:22:00 PM,02/13/2020 07:22:00 PM,Closed,Case is a Duplicate,RPD NSA Queue,Rec and Park Requests,Park - Structural_Maintenance,Graffiti,"Koshland Park, , SAN FRANCISCO, CA, 94102",Koshland Park,5,Lower Haight,NORTHERN,37.77290833,-122.42720833,"(37.77290833, -122.42720833)",Mobile/Open311,http://mobile311.sfgov.org/reports/12082247/photos
12141542,02/26/2020 07:15:00 PM,02/27/2020 03:04:47 PM,02/27/2020 03:04:47 PM,Closed,"Case Resolved
Gardener removed posting",RPD Park Service Area 5 Queue,Rec and Park Requests,Park - Neighborhood_Services_Area,Signage,"10 ELK ST, SAN FRANCISCO, CA, 94131",ELK ST,8,Glen Park,INGLESIDE,37.7365,-122.43972833,"(37.7365, -122.43972833)",Mobile/Open311,http://mobile311.sfgov.org/reports/12141542/photos
12083360,02/14/2020 07:51:00 AM,02/15/2020 09:18:33 AM,02/15/2020 09:18:33 AM,Closed,"Case Resolved
A work order has been submitted",RPD Park Service Area 2 Queue,Rec and Park Requests,Park - Structural_Maintenance,Graffiti,"Koshland Park, , SAN FRANCISCO, CA, 94102",Koshland Park,5,Lower Haight,NORTHERN,37.773369634082,-122.427189238623,"(37.77336963, -122.42718924)",Web,
12141955,02/26/2020 09:21:50 PM,02/27/2020 08:42:00 AM,02/27/2020 08:42:00 AM,Closed,No Action Required,RPD NSA Queue,Rec and Park Requests,Park - Park_Patrol,Park_Rules_Violation,"Crocker Amazon Playground, , SAN FRANCISCO, CA, 94134",Crocker Amazon Playground,11,Crocker Amazon,INGLESIDE,37.713519301988,-122.427799701691,"(37.7135193, -122.4277997)",Mobile/Open311,
12084749,02/14/2020 11:21:00 AM,02/15/2020 04:39:45 PM,02/15/2020 04:39:45 PM,Closed,Case Resolved,RPD Park Service Area 3 Queue,Rec and Park Requests,Park - Neighborhood_Services_Area,Trash_Dumping,"Excelsior Playground, , SAN FRANCISCO, CA, 94112",Excelsior Playground,11,Excelsior,INGLESIDE,37.7204688,-122.4332478,"(37.7204688, -122.4332478)",Web,http://mobile311.sfgov.org/reports/12084749/photos
12143489,02/27/2020 09:34:00 AM,,02/27/2020 04:40:02 PM,Open,N/A,RPD GGP Queue,Rec and Park Requests,Park - Neighborhood_Services_Area,Trash_Dumping,"GGP Rose Garden, , SAN FRANCISCO, CA, 94122",GGP Rose Garden,1,Golden Gate Park,RICHMOND,37.771789550781,-122.471206665039,"(37.77178955, -122.47120667)",Phone,
12143806,02/27/2020 10:20:31 AM,02/27/2020 04:33:00 PM,02/27/2020 04:33:00 PM,Closed,Case is a Duplicate,RPD NSA Queue,Rec and Park Requests,Park - Structural_Maintenance,Graffiti,"154 LAKE MERCED BLVD, SAN FRANCISCO, CA, 94132",LAKE MERCED BLVD,7,Lakeshore,TARAVAL,37.72895,-122.49626167,"(37.72895, -122.49626167)",Mobile/Open311,http://mobile311.sfgov.org/reports/12143806/photos
12143820,02/27/2020 10:21:32 AM,02/27/2020 04:33:00 PM,02/27/2020 04:33:00 PM,Closed,Case is a Duplicate,RPD NSA Queue,Rec and Park Requests,Park - Park_Patrol,Other,"154 LAKE MERCED BLVD, SAN FRANCISCO, CA, 94132",LAKE MERCED BLVD,7,Lakeshore,TARAVAL,37.72932833,-122.4972,"(37.72932833, -122.4972)",Mobile/Open311,http://mobile311.sfgov.org/reports/12143820/photos
12143955,02/27/2020 10:39:22 AM,02/27/2020 04:43:00 PM,02/27/2020 04:43:00 PM,Closed,Comment Noted,RPD NSA Queue,Rec and Park Requests,Park - Park_Patrol,Park_Rules_Violation,"Mission Dolores Park, , SAN FRANCISCO, CA, 94114",Mission Dolores Park,8,Mission Dolores,MISSION,37.7596054,-122.4268219,"(37.7596054, -122.4268219)",Mobile/Open311,
12144789,02/27/2020 12:28:50 PM,02/27/2020 04:24:00 PM,02/27/2020 04:24:00 PM,Closed,Insufficient Information Provided - Picture does not match the statement,RPD NSA Queue,Rec and Park Requests,Park - Park_Patrol,Other,"Jackson Playground, , SAN FRANCISCO, CA, 94107",Jackson Playground,10,Potrero Hill,SOUTHERN,37.7682828,-122.3993373,"(37.7682828, -122.3993373)",Mobile/Open311,http://mobile311.sfgov.org/reports/12144789/photos
12145380,02/27/2020 01:48:00 PM,03/13/2020 09:06:13 AM,03/13/2020 09:06:13 AM,Closed,Case Resolved,RPD Park Service Area 6 Queue,Rec and Park Requests,Park - Structural_Maintenance,Graffiti,"Potrero del Sol, , SAN FRANCISCO, CA, 94110",Potrero del Sol,10,Potrero Hill,MISSION,37.75066367,-122.40517259,"(37.75066367, -122.40517259)",Mobile/Open311,http://mobile311.sfgov.org/reports/12145380/photos
12145393,02/27/2020 01:50:00 PM,03/13/2020 09:06:23 AM,03/13/2020 09:06:23 AM,Closed,Case Resolved,RPD Park Service Area 6 Queue,Rec and Park Requests,Park - Structural_Maintenance,Graffiti,"Potrero del Sol, , SAN FRANCISCO, CA, 94110",Potrero del Sol,10,Potrero Hill,MISSION,37.75074956,-122.4053999,"(37.75074956, -122.4053999)",Mobile/Open311,http://mobile311.sfgov.org/reports/12145393/photos
12145396,02/27/2020 01:51:00 PM,02/27/2020 04:16:00 PM,02/27/2020 04:16:00 PM,Closed,Comment Noted - This is SFGH property,311 Supervisor Queue,Rec and Park Requests,Park - Structural_Maintenance,Graffiti,"Potrero del Sol, , SAN FRANCISCO, CA, 94110",Potrero del Sol,10,Potrero Hill,MISSION,37.75085878,-122.40528524,"(37.75085878, -122.40528524)",Mobile/Open311,http://mobile311.sfgov.org/reports/12145396/photos
12145413,02/27/2020 01:54:00 PM,,02/27/2020 04:10:44 PM,Open,N/A,RPD Park Service Area 6 Queue,Rec and Park Requests,Park - Structural_Maintenance,Graffiti,"Potrero del Sol, , SAN FRANCISCO, CA, 94110",Potrero del Sol,10,Potrero Hill,MISSION,37.75074797,-122.40520846,"(37.75074797, -122.40520846)",Mobile/Open311,http://mobile311.sfgov.org/reports/12145413/photos
12145428,02/27/2020 01:56:00 PM,,02/27/2020 04:10:26 PM,Open,N/A,RPD Park Service Area 6 Queue,Rec and Park Requests,Park - Structural_Maintenance,Graffiti,"Potrero del Sol, , SAN FRANCISCO, CA, 94110",Potrero del Sol,10,Potrero Hill,MISSION,37.75092505,-122.40510017,"(37.75092505, -122.40510017)",Mobile/Open311,http://mobile311.sfgov.org/reports/12145428/photos
12088877,02/15/2020 12:11:00 PM,02/26/2020 12:23:20 PM,02/26/2020 12:23:20 PM,Closed,"Case Resolved
Debris picked up from location",RPD Park Service Area 3 Queue,Rec and Park Requests,Park - Neighborhood_Services_Area,Trash_Dumping,"Visitacion Valley Greenway, , SAN FRANCISCO, CA, 94134",Visitacion Valley Greenway,10,Visitacion Valley,INGLESIDE,37.714767456055,-122.406135559082,"(37.71476746, -122.40613556)",Phone,
12052045,02/07/2020 10:39:00 AM,02/14/2020 09:54:11 AM,02/14/2020 09:54:11 AM,Closed,Case Resolved,RPD Park Service Area 6 Queue,Rec and Park Requests,Park - Structural_Maintenance,Recreation_Equipment,"Mission Dolores Park, , SAN FRANCISCO, CA, 94114",Mission Dolores Park,8,Mission Dolores,MISSION,37.7602881,-122.4266358,"(37.7602881, -122.4266358)",Mobile/Open311,http://mobile311.sfgov.org/reports/12052045/photos
12053004,02/07/2020 01:19:00 PM,02/14/2020 09:54:19 AM,02/14/2020 09:54:19 AM,Closed,Case Resolved,RPD Park Service Area 6 Queue,Rec and Park Requests,Park - Structural_Maintenance,Graffiti,"Potrero del Sol, , SAN FRANCISCO, CA, 94110",Potrero del Sol,10,Potrero Hill,MISSION,37.75092001,-122.40532212,"(37.75092001, -122.40532212)",Mobile/Open311,http://mobile311.sfgov.org/reports/12053004/photos
12029437,02/02/2020 04:58:00 PM,03/03/2020 11:46:23 AM,03/03/2020 11:46:23 AM,Closed,"Unable to Locate. If the problem still exists, please submit a new request with more details regarding the location of the issue.",RPD GGP Queue,Rec and Park Requests,Park - Structural_Maintenance,Graffiti,"100 JOHN F KENNEDY DR, SAN FRANCISCO, CA, 94117",JOHN F KENNEDY DR,1,Golden Gate Park,PARK,37.771071308838,-122.457274580542,"(37.77107131, -122.45727458)",Mobile/Open311,http://mobile311.sfgov.org/reports/12029437/photos
12094860,02/17/2020 10:50:00 AM,02/18/2020 07:16:48 AM,02/18/2020 07:16:48 AM,Closed,Case Resolved - Issue addressed by staff.,RPD Park Service Area 1 Queue,Rec and Park Requests,Park - Neighborhood_Services_Area,Trash_Dumping,"Lincoln Park, , SAN FRANCISCO, CA, 94121",Lincoln Park,1,Lincoln Park / Ft. Miley,RICHMOND,37.7839321,-122.4967374,"(37.7839321, -122.4967374)",Web,
12115423,02/21/2020 10:05:27 AM,02/21/2020 02:50:00 PM,02/21/2020 02:50:00 PM,Closed,Case is a Duplicate,RPD NSA Queue,Rec and Park Requests,Park - Structural_Maintenance,Graffiti,"Alioto Mini Park, , SAN FRANCISCO, CA, 94110",Alioto Mini Park,9,Mission,MISSION,37.7606322,-122.4192077,"(37.7606322, -122.4192077)",Mobile/Open311,http://mobile311.sfgov.org/reports/12115423/photos
12123081,02/23/2020 09:36:00 AM,03/04/2020 07:05:12 AM,03/04/2020 07:05:12 AM,Closed,"Case Resolved
Staff removed the postings",RPD Natural Areas Queue,Rec and Park Requests,Park - Neighborhood_Services_Area,Signage,Intersection of GATES ST and END (000 BLOCK OF),GATES ST,9,Bernal Heights,INGLESIDE,37.743043364389,-122.41370465863,"(37.74304336, -122.41370466)",Mobile/Open311,http://mobile311.sfgov.org/reports/12123081/photos
12123842,02/23/2020 12:18:00 PM,03/03/2020 06:31:29 AM,03/03/2020 06:31:29 AM,Closed,Case Resolved - Issue addressed by staff.,RPD Park Service Area 1 Queue,Rec and Park Requests,Park - Neighborhood_Services_Area,Other,"Alta Plaza Park, , SAN FRANCISCO, CA, 94115",Alta Plaza Park,2,Pacific Heights,NORTHERN,37.791172027588,-122.43766784668,"(37.79117203, -122.43766785)",Phone,
12124790,02/23/2020 04:22:00 PM,,02/24/2020 02:58:47 PM,Open,N/A,RPD Park Service Area 6 Queue,Rec and Park Requests,Park - Park_Patrol,Other,"Parque Ninos Unidos, , SAN FRANCISCO, CA, 94110",Parque Ninos Unidos,9,Mission,MISSION,37.75426731,-122.41398633,"(37.75426731, -122.41398633)",Mobile/Open311,
12117069,02/21/2020 02:14:00 PM,02/23/2020 10:52:16 AM,02/23/2020 10:52:16 AM,Closed,Case Resolved,RPD Park Service Area 3 Queue,Rec and Park Requests,Park - Structural_Maintenance,Restroom,"John McLaren Park, , SAN FRANCISCO, CA, 94134",John McLaren Park,10,McLaren Park,INGLESIDE,37.718082427979,-122.419075012207,"(37.71808243, -122.41907501)",Phone,
12125566,02/23/2020 09:00:00 PM,,02/27/2020 05:00:36 PM,Open,N/A,RPD GGP Queue,Rec and Park Requests,Park - Park_Patrol,Park_Rules_Violation,"Golden Gate Park, , SAN FRANCISCO, CA, 94122",Golden Gate Park,1,Golden Gate Park,RICHMOND,37.769058227539,-122.480949401855,"(37.76905823, -122.4809494)",Phone,
12125625,02/23/2020 09:29:44 PM,02/24/2020 07:54:00 AM,02/24/2020 07:54:00 AM,Closed,Case is a Duplicate - Same as #12125605,RPD NSA Queue,Rec and Park Requests,Park - Structural_Maintenance,Graffiti,Intersection of GATES ST and END (000 BLOCK OF),GATES ST,9,Bernal Heights,INGLESIDE,37.743036698827,-122.413712739945,"(37.7430367, -122.41371274)",Mobile/Open311,http://mobile311.sfgov.org/reports/12125625/photos
12057686,02/08/2020 03:12:00 PM,02/16/2020 03:10:12 PM,02/16/2020 03:10:12 PM,Closed,Case Resolved,RPD Park Service Area 1 Queue,Rec and Park Requests,Park - Park_Patrol,Other,Intersection of 10TH AVE and END (000 BLOCK OF),10TH AVE,2,Presidio National Park,RICHMOND,37.78688333,-122.47063333,"(37.78688333, -122.47063333)",Mobile/Open311,http://mobile311.sfgov.org/reports/12057686/photos
12128527,02/24/2020 12:35:00 PM,03/13/2020 10:59:03 AM,03/13/2020 10:59:03 AM,Closed,Case Resolved,RPD Park Service Area 6 Queue,Rec and Park Requests,Park - Structural_Maintenance,Graffiti,"Potrero del Sol, , SAN FRANCISCO, CA, 94110",Potrero del Sol,10,Potrero Hill,MISSION,37.75058573,-122.40483698,"(37.75058573, -122.40483698)",Mobile/Open311,http://mobile311.sfgov.org/reports/12128527/photos
12126378,02/24/2020 07:50:00 AM,03/04/2020 04:20:22 PM,03/04/2020 04:20:22 PM,Closed,"Unable to Locate. If the problem still exists, please submit a new request with more details regarding the location of the issue.",RPD GGP Queue,Rec and Park Requests,Park - Neighborhood_Services_Area,Trash_Dumping,"GGP Panhandle, , SAN FRANCISCO, CA, 94117",GGP Panhandle,5,Panhandle,PARK,37.772411703966,-122.443979224072,"(37.7724117, -122.44397922)",Mobile/Open311,
12128494,02/24/2020 12:29:00 PM,,02/24/2020 02:38:46 PM,Open,N/A,RPD Park Service Area 6 Queue,Rec and Park Requests,Park - Structural_Maintenance,Graffiti,"Potrero del Sol, , SAN FRANCISCO, CA, 94110",Potrero del Sol,10,Potrero Hill,MISSION,37.75089645,-122.40470123,"(37.75089645, -122.40470123)",Mobile/Open311,http://mobile311.sfgov.org/reports/12128494/photos
12126833,02/24/2020 08:48:00 AM,03/04/2020 02:57:31 PM,03/04/2020 02:57:31 PM,Closed,Case Resolved,RPD GGP Queue,Rec and Park Requests,Park - Neighborhood_Services_Area,Trash_Dumping,"GGP Spreckels Lake, , SAN FRANCISCO, CA, 94122",GGP Spreckels Lake,1,Golden Gate Park,RICHMOND,37.77175721718,-122.493404406614,"(37.77175722, -122.49340441)",Mobile/Open311,http://mobile311.sfgov.org/reports/12126833/photos
12059384,02/09/2020 07:17:00 AM,02/16/2020 03:11:53 PM,02/16/2020 03:11:53 PM,Closed,"Case Resolved
Arborists came out and looked at trees and found no evidence of damage or are not in need of pruning.",RPD Park Service Area 1 Queue,Rec and Park Requests,Park - UrbanForestry,Tree_Needs_Inspection,"Angelo J. Rossi Playground, 2 WILLARD ST NORTH, SAN FRANCISCO, CA, 94118",WILLARD ST NORTH,1,Lone Mountain,RICHMOND,37.778739929199,-122.457450866699,"(37.77873993, -122.45745087)",Phone,
12087489,02/15/2020 01:11:00 AM,02/16/2020 07:52:00 AM,02/16/2020 07:52:00 AM,Closed,Comment Noted,RPD Park Patrol Queue,Rec and Park Requests,Park - Park_Patrol,Noise,"Mission Playground, , SAN FRANCISCO, CA, 94110",Mission Playground,8,Mission Dolores,MISSION,37.759292602539,-122.422302246094,"(37.7592926, -122.42230225)",Phone,
12087853,02/15/2020 08:12:00 AM,02/17/2020 09:08:33 AM,02/17/2020 09:08:33 AM,Closed,"Case Resolved
Debris have been removed",RPD Park Service Area 2 Queue,Rec and Park Requests,Park - Park_Patrol,Other,"Jefferson Square, , SAN FRANCISCO, CA, 94102",Jefferson Square,6,Cathedral Hill,NORTHERN,37.781473655214,-122.426715531239,"(37.78147366, -122.42671553)",Mobile/Open311,http://mobile311.sfgov.org/reports/12087853/photos
12088582,02/15/2020 11:09:00 AM,,02/16/2020 09:45:02 AM,Open,N/A,DPT Meter_Bike Queue,Rec and Park Requests,Park - Park_Patrol,Other,"Sgt. John Macaulay Park, , SAN FRANCISCO, CA, 94109",Sgt. John Macaulay Park,6,Tenderloin,TENDERLOIN,37.784306423644,-122.417334108146,"(37.78430642, -122.41733411)",Mobile/Open311,http://mobile311.sfgov.org/reports/12088582/photos
12088872,02/15/2020 12:09:00 PM,03/04/2020 02:50:10 PM,03/04/2020 02:50:10 PM,Closed,Case Resolved,RPD GGP Queue,Rec and Park Requests,Park - Structural_Maintenance,Plumbing,"Golden Gate Park, , SAN FRANCISCO, CA, 94122",Golden Gate Park,1,Golden Gate Park,RICHMOND,37.769058227539,-122.480949401855,"(37.76905823, -122.4809494)",Phone,
12090028,02/15/2020 05:20:00 PM,02/16/2020 10:12:00 AM,02/16/2020 10:12:00 AM,Closed,Case is a Duplicate,RPD Park Patrol Queue,Rec and Park Requests,Park - Park_Patrol,Park_Rules_Violation,"Precita Park, 3200 FOLSOM ST, SAN FRANCISCO, CA, 94110",FOLSOM ST,9,Bernal Heights,INGLESIDE,37.747002225449,-122.412218745894,"(37.74700223, -122.41221875)",Mobile/Open311,
12090070,02/15/2020 05:35:18 PM,02/16/2020 09:21:00 AM,02/16/2020 09:21:00 AM,Closed,Case is a Duplicate - Same as #12089637,RPD NSA Queue,Rec and Park Requests,Park - Structural_Maintenance,Recreation_Equipment,"McCoppin Square, , SAN FRANCISCO, CA, 94116",McCoppin Square,4,Parkside,TARAVAL,37.7441311,-122.4800597,"(37.7441311, -122.4800597)",Web,http://mobile311.sfgov.org/reports/12090070/photos
12090072,02/15/2020 05:35:32 PM,02/16/2020 09:22:00 AM,02/16/2020 09:22:00 AM,Closed,Case is a Duplicate - Same as #12089637.,RPD NSA Queue,Rec and Park Requests,Park - Structural_Maintenance,Recreation_Equipment,"McCoppin Square, , SAN FRANCISCO, CA, 94116",McCoppin Square,4,Parkside,TARAVAL,37.7441311,-122.4800597,"(37.7441311, -122.4800597)",Web,http://mobile311.sfgov.org/reports/12090072/photos
